"","muID","time","timeup","module","round","prelimGain","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","probAudit","done","player","stage","stage.1","step","round.1","timestamp","session","room","round_number","complete_rooms_module2","cheat","report.rate","age","gender","politics","trust","DictGive","role","other","diceNumber","numberEntered","risk1","risk2","risk3","risk4","risk5","risk6","risk7","risk8","risk9","risk10","integrity1","integrity2","integrity3","integrity4","integrity5","integrity6","integrity7","integrity8","integrity9","integrity10","auditRate","audited","treat","taxBracket","report.rate.cess.stgo","sample","risk.pref","total.integrity"
"229","AU7OY0MBZV6GFCRNK3L5room_1498784634131","3101","false","Module2","8",1200,1267.5,8,600,"false",180,1020,30,"0","true","AU7OY0MBZV6GFCRNK3L5","[objectObject]","[objectObject]",NA,"8","1498785817892","./data//room_1498784634131/memory_Module2_6.3.8.csv","room_1498784634131",8,FALSE,1,0.5,"21","M","5","B","500","A","AUU46BNG5QOEXP1VFIW0","3","3",0,0,0,0,0,0,1,1,1,1,4,1,2,3,2,2,1,1,1,1,0,"false",2,1,0.5,"CESS Online Panel Stgo - DS",4,18
"230","AU7OY0MBZV6GFCRNK3L5room_1498784634131","1906","false","Module2","9",1050,1110,7,600,"false",180,870,30,"0","true","AU7OY0MBZV6GFCRNK3L5","[objectObject]","[objectObject]",NA,"9","1498785980186","./data//room_1498784634131/memory_Module2_6.3.9.csv","room_1498784634131",9,FALSE,1,0.571428571428571,"21","M","5","B","500","A","AUU46BNG5QOEXP1VFIW0","3","3",0,0,0,0,0,0,1,1,1,1,4,1,2,3,2,2,1,1,1,1,0,"false",2,1,0.571428571428571,"CESS Online Panel Stgo - DS",4,18
"231","AU7OY0MBZV6GFCRNK3L5room_1498784634131","1212","false","Module2","10",1200,1275,8,800,"false",240,960,30,"0","true","AU7OY0MBZV6GFCRNK3L5","[objectObject]","[objectObject]",NA,"10","1498786064847","./data//room_1498784634131/memory_Module2_6.3.10.csv","room_1498784634131",10,FALSE,1,0.666666666666667,"21","M","5","B","500","A","AUU46BNG5QOEXP1VFIW0","3","3",0,0,0,0,0,0,1,1,1,1,4,1,2,3,2,2,1,1,1,1,0,"false",2,1,0.666666666666667,"CESS Online Panel Stgo - DS",4,18
"232","AU7OY0MBZV6GFCRNK3L5room_1498784634131","1744","false","Module2","1",750,758.25,5,650,"false",195,555,30,"0","true","AU7OY0MBZV6GFCRNK3L5","[objectObject]","[objectObject]",NA,"1","1498785207459","./data//room_1498784634131/memory_Module2_6.3.1.csv","room_1498784634131",1,FALSE,1,0.866666666666667,"21","M","5","B","500","A","AUU46BNG5QOEXP1VFIW0","3","3",0,0,0,0,0,0,1,1,1,1,4,1,2,3,2,2,1,1,1,1,0,"false",2,1,0.866666666666667,"CESS Online Panel Stgo - DS",4,18
"233","AU7OY0MBZV6GFCRNK3L5room_1498784634131","1618","false","Module2","4",900,945,6,600,"false",180,720,30,"0","true","AU7OY0MBZV6GFCRNK3L5","[objectObject]","[objectObject]",NA,"4","1498785477591","./data//room_1498784634131/memory_Module2_6.3.4.csv","room_1498784634131",4,FALSE,1,0.666666666666667,"21","M","5","B","500","A","AUU46BNG5QOEXP1VFIW0","3","3",0,0,0,0,0,0,1,1,1,1,4,1,2,3,2,2,1,1,1,1,0,"false",2,1,0.666666666666667,"CESS Online Panel Stgo - DS",4,18
"234","AU7OY0MBZV6GFCRNK3L5room_1498784634131","1876","false","Module2","2",1050,946.5,7,1000,"false",300,750,30,"0","true","AU7OY0MBZV6GFCRNK3L5","[objectObject]","[objectObject]",NA,"2","1498785305163","./data//room_1498784634131/memory_Module2_6.3.2.csv","room_1498784634131",2,FALSE,1,0.952380952380952,"21","M","5","B","500","A","AUU46BNG5QOEXP1VFIW0","3","3",0,0,0,0,0,0,1,1,1,1,4,1,2,3,2,2,1,1,1,1,0,"false",2,1,0.952380952380952,"CESS Online Panel Stgo - DS",4,18
"235","AU7OY0MBZV6GFCRNK3L5room_1498784634131","1658","false","Module2","3",600,697.5,4,400,"false",120,480,30,"0","true","AU7OY0MBZV6GFCRNK3L5","[objectObject]","[objectObject]",NA,"3","1498785395940","./data//room_1498784634131/memory_Module2_6.3.3.csv","room_1498784634131",3,FALSE,1,0.666666666666667,"21","M","5","B","500","A","AUU46BNG5QOEXP1VFIW0","3","3",0,0,0,0,0,0,1,1,1,1,4,1,2,3,2,2,1,1,1,1,0,"false",2,1,0.666666666666667,"CESS Online Panel Stgo - DS",4,18
"236","AU7OY0MBZV6GFCRNK3L5room_1498784634131","1767","false","Module2","5",1050,1057.5,7,800,"false",240,810,30,"0","true","AU7OY0MBZV6GFCRNK3L5","[objectObject]","[objectObject]",NA,"5","1498785555110","./data//room_1498784634131/memory_Module2_6.3.5.csv","room_1498784634131",5,FALSE,1,0.761904761904762,"21","M","5","B","500","A","AUU46BNG5QOEXP1VFIW0","3","3",0,0,0,0,0,0,1,1,1,1,4,1,2,3,2,2,1,1,1,1,0,"false",2,1,0.761904761904762,"CESS Online Panel Stgo - DS",4,18
"237","AU84MFKAY3ISW6XP5JU9room_1498785051451","10507","false","Module2","8",1350,1306.66666666667,9,1350,"false",135,1215,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"8","1498787426030","./data//room_1498785051451/memory_Module2_6.3.8.csv","room_1498785051451",8,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"238","AU84MFKAY3ISW6XP5JU9room_1498785051451","28242","false","Module2","1",1050,1011.66666666667,7,1050,"false",105,945,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"1","1498786791421","./data//room_1498785051451/memory_Module2_6.3.1.csv","room_1498785051451",1,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"239","AU84MFKAY3ISW6XP5JU9room_1498785051451","15292","false","Module2","10",1500,1441.66666666667,10,1500,"false",150,1350,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"10","1498787586663","./data//room_1498785051451/memory_Module2_6.3.10.csv","room_1498785051451",10,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"240","AU84MFKAY3ISW6XP5JU9room_1498785051451","16651","false","Module2","4",1350,1301.66666666667,9,1350,"false",135,1215,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"4","1498787071861","./data//room_1498785051451/memory_Module2_6.3.4.csv","room_1498785051451",4,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"241","AU84MFKAY3ISW6XP5JU9room_1498785051451","10677","false","Module2","7",1350,1318.33333333333,9,1350,"false",135,1215,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"7","1498787346133","./data//room_1498785051451/memory_Module2_6.3.7.csv","room_1498785051451",7,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"242","AU84MFKAY3ISW6XP5JU9room_1498785051451","8665","false","Module2","9",1350,1295,9,1350,"false",135,1215,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"9","1498787502524","./data//room_1498785051451/memory_Module2_6.3.9.csv","room_1498785051451",9,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"243","AU84MFKAY3ISW6XP5JU9room_1498785051451","15496","false","Module2","5",1350,1276.66666666667,9,1350,"false",135,1215,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"5","1498787171713","./data//room_1498785051451/memory_Module2_6.3.5.csv","room_1498785051451",5,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"244","AU84MFKAY3ISW6XP5JU9room_1498785051451","15123","false","Module2","3",1350,1296.66666666667,9,1350,"false",135,1215,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"3","1498786975925","./data//room_1498785051451/memory_Module2_6.3.3.csv","room_1498785051451",3,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"245","AU84MFKAY3ISW6XP5JU9room_1498785051451","23084","false","Module2","6",1350,1296.66666666667,9,1350,"false",135,1215,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"6","1498787263453","./data//room_1498785051451/memory_Module2_6.3.6.csv","room_1498785051451",6,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"246","AU84MFKAY3ISW6XP5JU9room_1498785051451","22909","false","Module2","2",1350,1296.66666666667,9,1350,"false",135,1215,10,"0","true","AU84MFKAY3ISW6XP5JU9","[objectObject]","[objectObject]",NA,"2","1498786887382","./data//room_1498785051451/memory_Module2_6.3.2.csv","room_1498785051451",2,FALSE,0,1,"31",NA,"8","B",NA,NA,NA,"3","3",0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,12
"247","AU891ZX5TVB2YC6E03MQroom_1498783940628","2639","false","Module2","9",1050,1046.66666666667,7,900,"false",90,960,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"9","1498785203663","./data//room_1498783940628/memory_Module2_6.3.9.csv","room_1498783940628",9,FALSE,1,0.857142857142857,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,0.857142857142857,"CESS Online Panel Stgo - DS",4,18
"248","AU891ZX5TVB2YC6E03MQroom_1498783940628","6117","false","Module2","10",1050,1070,7,500,"false",50,1000,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"10","1498785286555","./data//room_1498783940628/memory_Module2_6.3.10.csv","room_1498783940628",10,FALSE,1,0.476190476190476,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,0.476190476190476,"CESS Online Panel Stgo - DS",4,18
"249","AU891ZX5TVB2YC6E03MQroom_1498783940628","4636","false","Module2","1",900,888.75,6,800,"false",80,820,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"1","1498784516883","./data//room_1498783940628/memory_Module2_6.3.1.csv","room_1498783940628",1,FALSE,1,0.888888888888889,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,0.888888888888889,"CESS Online Panel Stgo - DS",4,18
"250","AU891ZX5TVB2YC6E03MQroom_1498783940628","3086","false","Module2","5",1050,1012.525,7,1000,"false",100,950,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"5","1498784852400","./data//room_1498783940628/memory_Module2_6.3.5.csv","room_1498783940628",5,FALSE,1,0.952380952380952,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,0.952380952380952,"CESS Online Panel Stgo - DS",4,18
"251","AU891ZX5TVB2YC6E03MQroom_1498783940628","1716","false","Module2","3",900,865.25,6,900,"false",90,810,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"3","1498784688629","./data//room_1498783940628/memory_Module2_6.3.3.csv","room_1498783940628",3,FALSE,0,1,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,18
"252","AU891ZX5TVB2YC6E03MQroom_1498783940628","1199","false","Module2","4",1050,1005.025,7,1050,"false",105,945,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"4","1498784765415","./data//room_1498783940628/memory_Module2_6.3.4.csv","room_1498783940628",4,FALSE,0,1,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,18
"253","AU891ZX5TVB2YC6E03MQroom_1498783940628","1796","false","Module2","7",1050,1017.75,7,900,"false",90,960,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"7","1498785051071","./data//room_1498783940628/memory_Module2_6.3.7.csv","room_1498783940628",7,FALSE,1,0.857142857142857,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,0.857142857142857,"CESS Online Panel Stgo - DS",4,18
"254","AU891ZX5TVB2YC6E03MQroom_1498783940628","1854","false","Module2","2",900,876.25,6,900,"false",90,810,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"2","1498784610785","./data//room_1498783940628/memory_Module2_6.3.2.csv","room_1498783940628",2,FALSE,0,1,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,18
"255","AU891ZX5TVB2YC6E03MQroom_1498783940628","3554","false","Module2","6",1050,1001.5,7,800,"false",80,970,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"6","1498784974944","./data//room_1498783940628/memory_Module2_6.3.6.csv","room_1498783940628",6,FALSE,1,0.761904761904762,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,0.761904761904762,"CESS Online Panel Stgo - DS",4,18
"256","AU891ZX5TVB2YC6E03MQroom_1498783940628","2942","false","Module2","8",900,842,6,900,"false",90,810,10,"0","true","AU891ZX5TVB2YC6E03MQ","[objectObject]","[objectObject]",NA,"8","1498785130295","./data//room_1498783940628/memory_Module2_6.3.8.csv","room_1498783940628",8,FALSE,0,1,"40","M","2","A","500","A","AU8Y6TNO0KF1W3JVHPB2","4","4",0,1,0,0,1,0,1,1,0,0,1,1,3,3,2,1,1,1,3,2,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,18
"257","AU8AEXDS1UP7OW63J54Croom_1497553764774","5062","false","Module2","2",1650,1635,11,1600,"false",160,1490,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"2","1497554461000","./data//room_1497553764774/memory_Module2_6.3.2.csv","room_1497553764774",2,TRUE,1,0.96969696969697,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,0.96969696969697,"CESS Online Panel Stgo - DS",5,13
"258","AU8AEXDS1UP7OW63J54Croom_1497553764774","7111","false","Module2","1",1650,1607.25,11,1600,"false",160,1490,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"1","1497554373892","./data//room_1497553764774/memory_Module2_6.3.1.csv","room_1497553764774",1,TRUE,1,0.96969696969697,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,0.96969696969697,"CESS Online Panel Stgo - DS",5,13
"259","AU8AEXDS1UP7OW63J54Croom_1497553764774","1697","false","Module2","10",1800,1811.25,12,1800,"false",180,1620,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"10","1497555120491","./data//room_1497553764774/memory_Module2_6.3.10.csv","room_1497553764774",10,TRUE,0,1,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",5,13
"260","AU8AEXDS1UP7OW63J54Croom_1497553764774","1594","false","Module2","7",1350,1372.5,9,1300,"false",130,1220,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"7","1497554878241","./data//room_1497553764774/memory_Module2_6.3.7.csv","room_1497553764774",7,TRUE,1,0.962962962962963,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,0.962962962962963,"CESS Online Panel Stgo - DS",5,13
"261","AU8AEXDS1UP7OW63J54Croom_1497553764774","6793","false","Module2","3",2100,2040,14,2000,"false",200,1900,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"3","1497554550464","./data//room_1497553764774/memory_Module2_6.3.3.csv","room_1497553764774",3,TRUE,1,0.952380952380952,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,0.952380952380952,"CESS Online Panel Stgo - DS",5,13
"262","AU8AEXDS1UP7OW63J54Croom_1497553764774","1914","false","Module2","6",1950,1917.5,13,1900,"false",190,1760,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"6","1497554794158","./data//room_1497553764774/memory_Module2_6.3.6.csv","room_1497553764774",6,TRUE,1,0.974358974358974,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,0.974358974358974,"CESS Online Panel Stgo - DS",5,13
"263","AU8AEXDS1UP7OW63J54Croom_1497553764774","1452","false","Module2","8",1800,1781.25,12,1800,"false",180,1620,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"8","1497554950777","./data//room_1497553764774/memory_Module2_6.3.8.csv","room_1497553764774",8,TRUE,0,1,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",5,13
"264","AU8AEXDS1UP7OW63J54Croom_1497553764774","1553","false","Module2","5",2550,2491.25,17,2300,"false",230,2320,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"5","1497554713310","./data//room_1497553764774/memory_Module2_6.3.5.csv","room_1497553764774",5,TRUE,1,0.901960784313726,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,0.901960784313726,"CESS Online Panel Stgo - DS",5,13
"265","AU8AEXDS1UP7OW63J54Croom_1497553764774","3137","false","Module2","9",2250,2222.5,15,2100,"false",210,2040,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"9","1497555035426","./data//room_1497553764774/memory_Module2_6.3.9.csv","room_1497553764774",9,TRUE,1,0.933333333333333,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,0.933333333333333,"CESS Online Panel Stgo - DS",5,13
"266","AU8AEXDS1UP7OW63J54Croom_1497553764774","4218","false","Module2","4",1650,1652.5,11,1600,"false",160,1490,10,"0","true","AU8AEXDS1UP7OW63J54C","[objectObject]","[objectObject]",NA,"4","1497554633438","./data//room_1497553764774/memory_Module2_6.3.4.csv","room_1497553764774",4,TRUE,1,0.96969696969697,"28","F","4","B","500","B","AU5YO6KGZAW1PM0UDVCB","2","2",0,1,0,1,0,1,1,1,0,0,1,1,1,3,1,1,1,1,2,1,0,"false",2,3,0.96969696969697,"CESS Online Panel Stgo - DS",5,13
"267","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","3388","false","Module2","9",1950,1916.25,13,1950,"false",195,1755,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"9","1497554465840","./data//room_1497553222449/memory_Module2_6.3.9.csv","room_1497553222449",9,TRUE,0,1,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,15
"268","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","3114","false","Module2","4",1950,1916.25,13,1950,"false",195,1755,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"4","1497554014375","./data//room_1497553222449/memory_Module2_6.3.4.csv","room_1497553222449",4,TRUE,0,1,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,15
"269","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","4325","false","Module2","3",1950,1876.25,13,1950,"false",195,1755,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"3","1497553918829","./data//room_1497553222449/memory_Module2_6.3.3.csv","room_1497553222449",3,TRUE,0,1,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,15
"270","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","13668","false","Module2","2",1950,1968.75,13,400,"false",40,1910,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"2","1497553826277","./data//room_1497553222449/memory_Module2_6.3.2.csv","room_1497553222449",2,TRUE,1,0.205128205128205,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,0.205128205128205,"CESS Online Panel Stgo - DS",4,15
"271","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","3297","false","Module2","6",1950,1916.25,13,1950,"false",195,1755,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"6","1497554190389","./data//room_1497553222449/memory_Module2_6.3.6.csv","room_1497553222449",6,TRUE,0,1,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,15
"272","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","2334","false","Module2","7",1950,1912.5,13,1950,"false",195,1755,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"7","1497554267246","./data//room_1497553222449/memory_Module2_6.3.7.csv","room_1497553222449",7,TRUE,0,1,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,15
"273","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","8490","false","Module2","5",1950,1900,13,1950,"false",195,1755,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"5","1497554113625","./data//room_1497553222449/memory_Module2_6.3.5.csv","room_1497553222449",5,TRUE,0,1,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,15
"274","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","5154","false","Module2","10",2100,2045,14,2100,"false",210,1890,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"10","1497554558949","./data//room_1497553222449/memory_Module2_6.3.10.csv","room_1497553222449",10,TRUE,0,1,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,15
"275","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","6204","false","Module2","1",1800,1831.25,12,350,"false",35,1765,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"1","1497553726887","./data//room_1497553222449/memory_Module2_6.3.1.csv","room_1497553222449",1,TRUE,1,0.194444444444444,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,0.194444444444444,"CESS Online Panel Stgo - DS",4,15
"276","AU8D0AI1Z4T9Q76CGR3Eroom_1497553222449","17034","false","Module2","8",1950,1900,13,1950,"false",195,1755,10,"0","true","AU8D0AI1Z4T9Q76CGR3E","[objectObject]","[objectObject]",NA,"8","1497554393020","./data//room_1497553222449/memory_Module2_6.3.8.csv","room_1497553222449",8,TRUE,0,1,"28","M","6","B","350","A","noone","6","6",1,0,0,1,0,1,1,0,0,0,2,1,2,1,1,4,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",4,15
"277","AU8K40BLH6FGXC2QDERAroom_1497554540888","2549","false","Module2","10",1800,1670.625,12,1800,"false",180,1620,10,"0","true","AU8K40BLH6FGXC2QDERA","[objectObject]","[objectObject]",NA,"10","1497555653851","./data//room_1497554540888/memory_Module2_6.3.10.csv","room_1497554540888",10,TRUE,0,1,"33","M","6","B","500","B","AU3G2JUFQZCWN5H71V8T","1","1",0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",6,10
"278","AU8K40BLH6FGXC2QDERAroom_1497554540888","2786","false","Module2","2",900,873.5,6,900,"false",90,810,10,"0","true","AU8K40BLH6FGXC2QDERA","[objectObject]","[objectObject]",NA,"2","1497555043350","./data//room_1497554540888/memory_Module2_6.3.2.csv","room_1497554540888",2,TRUE,0,1,"33","M","6","B","500","B","AU3G2JUFQZCWN5H71V8T","1","1",0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"false",2,3,1,"CESS Online Panel Stgo - DS",6,10
